Date,Open,High,Low,Close,Adj Close,Volume
2019-04-16,299.320007,302.000000,293.339996,295.670013,295.184845,39300
2019-04-17,296.250000,297.600006,289.000000,294.730011,294.246399,39600
2019-04-18,295.029999,302.709991,293.200012,302.089996,301.594299,34500
2019-04-22,302.149994,308.239990,301.779999,303.980011,303.481232,49300
2019-04-23,304.670013,310.000000,303.000000,309.390015,308.882355,40100
2019-04-24,309.309998,324.899994,306.390015,320.399994,319.874268,54000
2019-04-25,320.160004,334.690002,319.450012,332.500000,332.213654,50500
2019-04-26,334.000000,342.950012,328.850006,331.570007,331.284454,56500
2019-04-29,330.329987,339.450012,327.600006,328.000000,327.717529,42600
2019-04-30,328.290009,329.630005,321.899994,325.029999,324.750061,62100
2019-05-01,325.529999,331.609985,320.730011,328.209991,327.927338,70100
2019-05-02,328.529999,334.589996,322.070007,328.500000,328.217072,44100
2019-05-03,330.000000,336.709991,327.720001,333.899994,333.612427,73600
2019-05-06,329.130005,339.869995,321.299988,339.290009,338.997803,49500
2019-05-07,337.260010,346.309998,323.890015,339.589996,339.297546,108400
2019-05-08,331.109985,367.220001,328.209991,358.649994,358.341125,114000
2019-05-09,358.279999,371.450012,352.350006,369.529999,369.211761,83100
2019-05-10,369.880005,390.859985,369.880005,386.809998,386.476868,112000
2019-05-13,382.230011,404.250000,377.250000,399.859985,399.515625,103600
2019-05-14,402.179993,413.390015,363.950012,364.500000,364.186096,210700
2019-05-15,363.000000,363.000000,310.209991,326.220001,325.939056,248900
2019-05-16,325.510010,350.750000,316.799988,324.940002,324.660156,200400
2019-05-17,321.690002,338.000000,310.010010,313.049988,312.780396,230300
2019-05-20,312.000000,314.679993,294.799988,313.890015,313.619690,176900
2019-05-21,315.500000,323.380005,308.589996,310.549988,310.282532,122200
2019-05-22,311.790009,320.179993,306.130005,318.730011,318.455505,79300
2019-05-23,317.899994,319.029999,301.350006,304.399994,304.137848,123000
2019-05-24,306.359985,311.190002,303.459991,307.339996,307.075317,66400
2019-05-28,307.040009,314.000000,304.000000,305.660004,305.396759,89400
2019-05-29,305.000000,308.269989,297.920013,306.200012,305.936310,59300
2019-05-30,305.989990,312.859985,301.500000,311.730011,311.461548,63800
2019-05-31,309.619995,309.619995,300.299988,302.010010,301.749908,61400
2019-06-03,301.899994,304.010010,294.130005,298.459991,298.202942,75500
2019-06-04,299.000000,300.000000,291.230011,295.989990,295.735077,85500
2019-06-05,297.579987,312.000000,296.820007,308.790009,308.524078,83300
2019-06-06,309.880005,314.140015,309.820007,311.049988,310.782104,33700
2019-06-07,313.929993,317.470001,310.390015,310.529999,310.262573,40700
2019-06-10,310.799988,314.750000,308.000000,312.429993,312.160919,54200
2019-06-11,313.720001,324.000000,312.000000,317.589996,317.316467,56900
2019-06-12,317.589996,321.029999,310.470001,310.850006,310.582306,37000
2019-06-13,312.320007,318.369995,312.000000,314.130005,313.859467,35100
2019-06-14,314.899994,318.119995,303.579987,306.980011,306.715637,57300
2019-06-17,307.519989,313.000000,303.709991,310.339996,310.072723,59800
2019-06-18,312.380005,316.000000,303.079987,303.899994,303.638275,62100
2019-06-19,303.420013,305.000000,295.350006,299.799988,299.541779,82800
2019-06-20,300.299988,305.079987,297.000000,301.750000,301.490112,47000
2019-06-21,300.769989,302.459991,298.250000,302.420013,302.159546,53100
2019-06-24,302.609985,303.750000,296.000000,297.549988,297.293732,35400
2019-06-25,298.809998,304.600006,298.679993,300.109985,299.851532,36400
2019-06-26,301.480011,301.480011,292.339996,292.339996,292.088226,41500
2019-06-27,292.230011,302.290009,291.619995,301.929993,301.669952,56000
2019-06-28,300.929993,301.299988,297.619995,299.250000,298.992279,75000
2019-07-01,300.019989,311.390015,299.920013,311.130005,310.862061,44800
2019-07-02,311.489990,313.739990,308.119995,312.880005,312.610535,58800
2019-07-03,311.640015,316.510010,310.709991,315.000000,314.728699,25000
2019-07-05,315.000000,321.540009,308.179993,318.399994,318.125793,65600
2019-07-08,317.959991,319.010010,309.269989,310.489990,310.222595,63400
2019-07-09,314.869995,314.869995,305.670013,308.880005,308.613983,62400
2019-07-10,309.829987,317.200012,307.799988,311.619995,311.351624,107200
2019-07-11,311.929993,313.399994,304.019989,305.850006,305.586609,91700
2019-07-12,306.149994,306.279999,302.399994,304.649994,304.387634,54000
2019-07-15,304.720001,307.239990,303.369995,304.559998,304.297699,35600
2019-07-16,304.359985,305.220001,301.399994,302.940002,302.679108,24400
2019-07-17,303.239990,304.230011,299.570007,300.260010,300.001404,28200
2019-07-18,300.320007,303.000000,295.609985,297.200012,296.944061,33800
2019-07-19,295.670013,299.480011,290.760010,291.269989,291.019135,45800
2019-07-22,292.420013,296.399994,290.000000,292.859985,292.607758,41800
2019-07-23,294.040009,297.190002,288.040009,289.769989,289.520416,46600
2019-07-24,289.440002,290.519989,287.000000,290.279999,290.029999,35100
2019-07-25,290.410004,290.799988,288.350006,289.679993,289.679993,38500
2019-07-26,290.500000,296.000000,290.500000,293.000000,293.000000,64200
2019-07-29,293.079987,298.390015,290.089996,292.720001,292.720001,82900
2019-07-30,292.010010,296.989990,292.010010,294.450012,294.450012,66300
2019-07-31,294.480011,296.600006,290.010010,293.529999,293.529999,70000
2019-08-01,294.390015,296.209991,287.709991,288.329987,288.329987,85600
2019-08-02,287.429993,294.720001,283.459991,292.600006,292.600006,65200
2019-08-05,291.440002,291.440002,277.640015,280.279999,280.279999,90600
2019-08-06,281.950012,298.970001,281.950012,293.440002,293.440002,88200
2019-08-07,301.359985,360.000000,300.989990,324.790009,324.790009,368000
2019-08-08,326.100006,338.149994,323.600006,336.549988,336.549988,167300
2019-08-09,335.500000,338.920013,328.040009,333.760010,333.760010,66400
2019-08-12,333.730011,350.869995,332.660004,346.500000,346.500000,76500
2019-08-13,347.799988,356.119995,345.459991,352.130005,352.130005,59300
2019-08-14,346.160004,353.230011,343.390015,347.529999,347.529999,75500
2019-08-15,349.769989,360.910004,346.910004,356.929993,356.929993,63900
2019-08-16,357.140015,366.000000,355.179993,364.809998,364.809998,43600
2019-08-19,367.149994,382.510010,367.149994,368.910004,368.910004,112000
2019-08-20,369.040009,375.989990,363.119995,365.820007,365.820007,78400
2019-08-21,370.230011,371.130005,344.290009,349.600006,349.600006,104300
2019-08-22,349.149994,360.769989,342.980011,355.690002,355.690002,65900
2019-08-23,354.670013,358.500000,339.170013,339.170013,339.170013,64500
2019-08-26,341.709991,348.000000,337.609985,338.700012,338.700012,73100
2019-08-27,339.359985,343.950012,333.869995,339.820007,339.820007,84300
2019-08-28,340.500000,349.750000,339.529999,345.910004,345.910004,88800
2019-08-29,348.839996,352.279999,345.910004,346.600006,346.600006,56000
2019-08-30,348.899994,350.980011,334.140015,336.609985,336.609985,53600
2019-09-03,335.130005,341.209991,332.339996,333.709991,333.709991,57600
2019-09-04,335.630005,335.630005,311.440002,312.799988,312.799988,104100
2019-09-05,315.000000,316.730011,302.320007,305.829987,305.829987,80400
2019-09-06,306.470001,309.989990,295.329987,298.510010,298.510010,104200
2019-09-09,300.489990,300.489990,286.519989,292.450012,292.450012,124800
2019-09-10,291.739990,291.739990,282.260010,289.269989,289.269989,98500
2019-09-11,290.540009,298.000000,290.540009,294.630005,294.630005,69900
2019-09-12,296.049988,300.910004,295.640015,300.170013,300.170013,81500
2019-09-13,299.500000,301.890015,289.220001,290.959991,290.959991,60100
